"","cell_id","x_grid","y_grid","lat","long","size"
"134","x192y296",192,296,73.4874626913177,-13.6269948598916,650.162
"135","x192y297",192,297,73.2939556465632,-14.0362434679265,650.35
"136","x192y298",192,298,73.0997199940721,-14.4359749789752,650.527
"137","x192y299",192,299,72.9047862779795,-14.8264799703557,650.694
"138","x192y300",192,300,72.7091838314481,-15.2080391906353,650.851
"139","x192y301",192,301,72.5129408322322,-15.5809238482516,650.997
"140","x192y302",192,302,72.3160843556813,-15.9453959009229,651.133
"141","x192y303",192,303,72.1186404252725,-16.3017083443074,651.259
"142","x192y304",192,304,71.9206340607687,-16.6501054986031,651.374
"143","x192y305",192,305,71.7220893240963,-16.9908232919862,651.479
"144","x192y306",192,306,71.5230293630356,-17.324089539971,651.573
"145","x192y307",192,307,71.323476452819,-17.6501242199301,651.657
"146","x193y287",193,287,75.0573880377374,-8.74616226255523,585.778
"147","x193y288",193,288,74.8737459887067,-9.2602215311715,584.734
"148","x193y289",193,289,74.6890046873748,-9.76177477504227,583.684
"149","x193y290",193,290,74.5032089222805,-10.2511987508175,582.627
"150","x193y291",193,291,74.3164016701772,-10.7288592980101,581.565
"151","x193y292",193,292,74.128624173639,-11.1951114263,580.496
"152","x193y293",193,293,73.9399160160053,-11.6502994375377,579.422
"153","x193y294",193,294,73.7503151936281,-12.0947570770121,578.342
"154","x193y295",193,295,73.559858185417,-12.5288077091515,577.256
"155","x193y296",193,296,73.3685800196877,-12.9527645133755,576.165
"156","x193y297",193,297,73.176514338345,-13.3669306963169,575.067
"157","x193y298",193,298,72.9836934584374,-13.7715997170824,573.965
"158","x193y299",193,299,72.7901484311363,-14.1670555226312,572.857
"159","x193y300",193,300,72.5959090981983,-14.5535727907126,571.743
"160","x193y301",193,301,72.4010041459786,-14.9314171781376,570.624
"161","x193y302",193,302,72.2054611570657,-15.30084557245,569.5
"162","x193y303",193,303,72.0093066596142,-15.6621063453261,568.37
"163","x193y304",193,304,71.8125661744539,-16.0154396062657,567.235
"164","x193y305",193,305,71.615264260054,-16.3610774553463,566.095
"165","x193y306",193,306,71.4174245554246,-16.6992442339936,564.95
"166","x193y307",193,307,71.2190698210345,-17.0301567728871,563.8
